S.No.,ACCESSION NO.,ORGANISM NAME,VRL,SPECIES,LENGTH,GEO LOCATION,HOST,COLLECTION DATE
627,QMU24942,Orthohantavirus tulaense,10-08-2020,Orthohantavirus tulaense,429,Germany,Microtus arvalis,2015
628,QMU24943,Orthohantavirus tulaense,10-08-2020,Orthohantavirus tulaense,429,Germany,Microtus arvalis,2015
629,QGM49260,Orthohantavirus dobravaense,31-07-2020,Orthohantavirus dobravaense,429,Poland,Apodemus agrarius,13-11-2015
630,QLI42526,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2017
631,QLI42527,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2017
632,QLI42528,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2017
633,QLI42529,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2017
634,QLI42530,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2017
635,QLI42531,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2017
636,QLI42532,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Homo sapiens,2017
637,QLI42533,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Homo sapiens,2017
638,QLI42534,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Homo sapiens,2018
639,QLI42535,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Homo sapiens,2018
640,QLI42536,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Homo sapiens,2018
641,QLI42537,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Rattus norvegicus,2012
642,QLI42538,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2012
643,QLI42539,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2012
644,QLI42540,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2012
645,QLI42541,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2012
646,QLI42542,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2012
647,QLI42543,Orthohantavirus hantanense,21-07-2020,Orthohantavirus hantanense,429,China,Apodemus agrarius,2012
648,QJI08054,Orthohantavirus puumalaense,06-05-2020,Orthohantavirus puumalaense,433,Finland,Myodes glareolus,2017
649,QJI08057,Orthohantavirus puumalaense,06-05-2020,Orthohantavirus puumalaense,433,Finland,Myodes glareolus,2017
650,QJF53789,Orthohantavirus puumalaense,30-04-2020,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,
651,QJF53793,Orthohantavirus puumalaense,30-04-2020,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,
652,QJF53797,Orthohantavirus puumalaense,30-04-2020,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,11-04-2019
653,QJF53801,Orthohantavirus puumalaense,30-04-2020,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,12-04-2019
654,QJF53805,Orthohantavirus puumalaense,30-04-2020,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,
655,QJF53809,Orthohantavirus puumalaense,30-04-2020,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,
656,QIA61107,Orthohantavirus tatenalense,26-04-2020,Orthohantavirus tatenalense,433,United Kingdom,Microtus agrestis,2014
657,QIA61108,Orthohantavirus tatenalense,26-04-2020,Orthohantavirus tatenalense,433,United Kingdom,Microtus agrestis,2014
658,QCD16689,Serang virus,23-04-2020,Serang virus,429,Malaysia: Sarawak,Sundamys muelleri,24-09-2015
659,QCD16690,Serang virus,23-04-2020,Serang virus,429,Malaysia: Sarawak,Sundamys muelleri,04-04-2016
660,QIQ51415,Orthohantavirus andesense,31-03-2020,Orthohantavirus andesense,428,,,
661,QIQ51416,Orthohantavirus andesense,31-03-2020,Orthohantavirus andesense,428,,,
662,QIQ51417,Orthohantavirus andesense,31-03-2020,Orthohantavirus andesense,428,,,
663,QIQ51418,Orthohantavirus andesense,31-03-2020,Orthohantavirus andesense,428,,,
664,QIQ51419,Orthohantavirus andesense,31-03-2020,Orthohantavirus andesense,428,,,
665,QFX79410,Orthohantavirus hantanense,01-03-2020,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,21-06-2016
666,QFX79413,Orthohantavirus hantanense,01-03-2020,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,12-10-2016
667,QFX79414,Orthohantavirus hantanense,01-03-2020,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,25-11-2016
668,QFX79415,Orthohantavirus hantanense,01-03-2020,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,25-11-2016
669,QFX79437,Orthohantavirus hantanense,01-03-2020,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,21-06-2016
670,QFX79438,Orthohantavirus hantanense,01-03-2020,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,12-10-2016
671,QFX79439,Orthohantavirus hantanense,01-03-2020,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,25-11-2016
672,QFX79440,Orthohantavirus hantanense,01-03-2020,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,25-11-2016
673,QIC37937,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,24-11-2017
674,QIC37938,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,08-12-2017
675,QIC37939,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,12-12-2017
676,QIC37940,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,13-12-2017
677,QIC37941,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,14-12-2017
678,QIC37942,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,15-12-2017
679,QIC37943,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,28-12-2017
680,QIC37944,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,10-07-2018
681,QIC37945,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,10-10-2018
682,QIC37946,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,24-10-2018
683,QIC37947,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,31-10-2018
684,QIC37948,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,15-11-2018
685,QIC37949,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,20-11-2018
686,QIC37950,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,03-12-2018
687,QIC37951,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,05-12-2018
688,QIC37952,Orthohantavirus hantanense,24-02-2020,Orthohantavirus hantanense,429,China: Henan,Homo sapiens,17-12-2018
689,QFX79480,Orthohantavirus jejuense,04-02-2020,Orthohantavirus jejuense,428,South Korea,Crocidura shantungensis,26-09-2014
690,QFX79481,Orthohantavirus jejuense,04-02-2020,Orthohantavirus jejuense,428,South Korea,Crocidura shantungensis,16-11-2017
691,QBH70243,Orthohantavirus seoulense,31-12-2019,Orthohantavirus seoulense,429,USA: Illinois,Rattus,17-01-2017
692,QBH70246,Orthohantavirus seoulense,31-12-2019,Orthohantavirus seoulense,428,USA: Illinois,Rattus,05-06-2018
693,QBH70247,Orthohantavirus seoulense,31-12-2019,Orthohantavirus seoulense,429,USA: Illinois,Rattus,24-01-2017
694,QBH70250,Orthohantavirus seoulense,31-12-2019,Orthohantavirus seoulense,429,USA: Colorado,Rattus,14-01-2017
695,QBH70251,Orthohantavirus seoulense,31-12-2019,Orthohantavirus seoulense,429,USA: Colorado,Rattus,02-02-2017
696,QBH70252,Orthohantavirus seoulense,31-12-2019,Orthohantavirus seoulense,429,USA: Illinois,Rattus,25-01-2017
697,QBH70253,Orthohantavirus seoulense,31-12-2019,Orthohantavirus seoulense,429,USA: Utah,Rattus,2017-02
698,QBH70254,Orthohantavirus seoulense,31-12-2019,Orthohantavirus seoulense,429,USA: Illinois,Rattus,29-01-2017
699,QFX79411,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,21-06-2016
700,QFX79412,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,21-06-2016
701,QFX79416,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,18-04-2017
702,QFX79417,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,27-04-2017
703,QFX79418,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,27-04-2017
704,QFX79441,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,09-03-2017
705,QFX79442,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,18-04-2017
706,QFX79443,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,18-04-2017
707,QFX79444,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,18-04-2017
708,QFX79445,Orthohantavirus hantanense,16-12-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,18-04-2017
709,QED22048,Orthohantavirus robinaense,15-11-2019,Orthohantavirus robinaense,429,Australia,Pteropus alecto,03-07-2017
710,QFQ60825,Traemmersee orthohantavirus,23-10-2019,Traemmersee orthohantavirus,433,Germany: Traemmersee,Microtus agrestis,13-11-2008
711,QFG71804,Orthohantavirus dabieshanense,13-10-2019,Orthohantavirus dabieshanense,429,China: Shaanxi Province,Niviventer niviventer,2017
712,QFG71805,Orthohantavirus dabieshanense,13-10-2019,Orthohantavirus dabieshanense,429,China: Shaanxi Province,Niviventer niviventer,2018
713,QFG71806,Orthohantavirus dabieshanense,13-10-2019,Orthohantavirus dabieshanense,429,China: Shaanxi Province,Niviventer niviventer,2018
714,QFG71807,Orthohantavirus hantanense,13-10-2019,Orthohantavirus hantanense,429,China: Shaanxi Province,Rattus norvegicus,2018
715,QEY95787,Orthohantavirus tatenalense,08-10-2019,Orthohantavirus tatenalense,433,United Kingdom,Microtus agrestis,2016
716,QEJ80668,Orthohantavirus tulaense,03-09-2019,Orthohantavirus tulaense,430,China,Microtus obscurus,2016
717,QEJ80669,Orthohantavirus tulaense,03-09-2019,Orthohantavirus tulaense,430,China,Microtus obscurus,2016
718,QEJ80670,Orthohantavirus tulaense,03-09-2019,Orthohantavirus tulaense,430,China,Microtus obscurus,2016
719,QEJ80671,Orthohantavirus tulaense,03-09-2019,Orthohantavirus tulaense,430,China,Microtus obscurus,2016
720,QEH04713,Orthohantavirus puumalaense,28-08-2019,Orthohantavirus puumalaense,433,Russia: Saratov,Homo sapiens,1987
721,QEH04716,Orthohantavirus puumalaense,28-08-2019,Orthohantavirus puumalaense,433,Russia: Bashkiria,Homo sapiens,1986
722,QDZ59844,Jemez Springs virus,13-08-2019,Jemez Springs virus,429,USA,Sorex monticolus,16-07-2005
723,QDZ59845,Jemez Springs virus,13-08-2019,Jemez Springs virus,429,USA,Sorex trowbridgii,21-07-1994
724,QDZ59846,Jemez Springs virus,13-08-2019,Jemez Springs virus,429,Canada,Sorex vagrans,07-05-1996
725,QDZ59847,Jemez Springs virus,13-08-2019,Jemez Springs virus,429,USA,Sorex vagrans,20-05-2003
726,QDZ59849,Jemez Springs virus,13-08-2019,Jemez Springs virus,429,USA,Sorex trowbridgii,05-08-2003
727,QDZ59851,Jemez Springs virus,13-08-2019,Jemez Springs virus,429,USA,Sorex vagrans,11-02-2004
728,QDZ59853,Jemez Springs virus,13-08-2019,Jemez Springs virus,428,USA,Sorex trowbridgii,12-02-2004
729,QDX01868,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2014
730,QDX01869,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2014
731,QDX01870,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2015
732,QDX01871,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2015
733,QDX01872,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2014
734,QDX01873,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2014
735,QDX01874,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2012
736,QDX01875,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2015
737,QDX01876,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2015
738,QDX01877,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2015
739,QDX01878,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2011
740,QDX01879,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2011
741,QDX01880,Orthohantavirus puumalaense,06-08-2019,Orthohantavirus puumalaense,433,France,Myodes glareolus,2011
742,QBQ04049,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Homo sapiens,14-12-2016
743,QBQ04050,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Homo sapiens,12-01-2017
744,QBQ04051,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Homo sapiens,14-01-2017
745,QBQ04052,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Homo sapiens,17-01-2017
746,QBQ04053,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Homo sapiens,18-01-2017
747,QBQ04054,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,29-11-2010
748,QBQ04055,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,29-11-2010
749,QBQ04056,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,25-11-2016
750,QBQ04057,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,25-11-2016
751,QBQ04058,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,29-03-2017
752,QBQ04059,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,29-03-2017
753,QBQ04060,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,18-04-2017
754,QBQ04061,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,18-04-2017
755,QBQ04062,Orthohantavirus hantanense,31-03-2019,Orthohantavirus hantanense,429,South Korea,Apodemus agrarius,18-04-2017
756,AZZ86177,Artybash virus,08-03-2019,Artybash virus,429,Russia: Khabarovsk Krai,Sorex tundrensis,2007-11
757,AZZ86178,Artybash virus,08-03-2019,Artybash virus,429,Russia: Khabarovsk Krai,Sorex tundrensis,2008-02
758,AZZ86179,Artybash virus,08-03-2019,Artybash virus,429,Russia: Khabarovsk Krai,Sorex caecutiens,2007-11
759,AZZ86180,Artybash virus,08-03-2019,Artybash virus,429,Russia: Khabarovsk Krai,Sorex caecutiens,2007-07
760,QBH69869,Orthohantavirus hantanense,05-03-2019,Orthohantavirus hantanense,429,,Homo sapiens,
761,QBH69872,Orthohantavirus puumalaense,05-03-2019,Orthohantavirus puumalaense,433,,Homo sapiens,
762,QBH69875,Orthohantavirus dobravaense,05-03-2019,Orthohantavirus dobravaense,429,,Homo sapiens,
763,QBG80261,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2014
764,QBG80262,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2013
765,QBG80263,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2013
766,QBG80264,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2014
767,QBG80265,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2014
768,QBG80266,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2014
769,QBG80267,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2016
770,QBG80268,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2015
771,QBG80269,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2015
772,QBG80270,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2016
773,QBG80271,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2015
774,QBG80272,Orthohantavirus tulaense,04-03-2019,Orthohantavirus tulaense,429,,Microtus arvalis,2015
775,QBB85961,Yakeshi virus,17-02-2019,Orthohantavirus yakeshiense,429,Russia: Khabarovsk Krai,Sorex isodon,2007-04
776,QBB85962,Yakeshi virus,17-02-2019,Orthohantavirus yakeshiense,429,Russia: Khabarovsk Krai,Sorex isodon,2008-02
777,QAT77584,Orthohantavirus dabieshanense,28-01-2019,Orthohantavirus dabieshanense,429,China: Jiangxi,Niviventer confucianus,2017
778,QAT77585,Orthohantavirus dabieshanense,28-01-2019,Orthohantavirus dabieshanense,429,China: Jiangxi,Niviventer confucianus,2017
779,AZS32238,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,24-08-2015
780,AZS32239,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,03-11-2015
781,AZS32240,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,29-10-2014
782,AZS32241,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,19-11-2014
783,AZS32242,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,09-05-2015
784,AZS32243,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,11-01-2012
785,AZS32244,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,25-06-2015
786,AZS32245,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,08-03-2012
787,AZS32246,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,11-04-2012
788,AZS32247,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,15-02-2014
789,AZS32248,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,27-05-2015
790,AZS32249,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,22-02-2012
791,AZS32250,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,23-05-2012
792,AZS32251,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,23-03-2012
793,AZS32252,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,13-06-2012
794,AZS32253,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,14-06-2012
795,AZS32254,Orthohantavirus puumalaense,08-01-2019,Orthohantavirus puumalaense,433,France,Homo sapiens,21-06-2012
